"site";"site_lot_nbab";"date";"semaine";"lot";"nbab";"num_jour";"pdsab_calc";"saison_exp";"cadre";"expo_lum";"expo_vent";"orientation";"type";"cause_mort";"race";"origine";"somme_precipitation_7";"somme_precipitation_3";"precipitation";"humidite";"temp_12h";"moy_temp";"precipitation_J1";"precipitation_J2";"precipitation_J3";"humidite_J1";"humidite_J2";"humidite_J3";"moy_temp_J1";"moy_temp_J2";"moy_temp_J3";"Departement";"Region";"meteo_km";"alt_meteo_m";"alt_site_m";"jour"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-07-20";"semaine12";"Lot 1";"300 Ab";84;30;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";1,2;0,9;0,1;83;22;19,33333333;0,8;0;0,2;88;75;76;20,66666667;22;20;"Loire Atlantique";"Pays de la loire";12,7;19;34;"84"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-07-27";"semaine13";"Lot 1";"300 Ab";91;30;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";6,6;0;0;78;27;24;0;0;0,1;81;79;77;23;23,66666667;25;"Loire Atlantique";"Pays de la loire";12,7;19;34;"91"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-08-03";"semaine14";"Lot 1";"300 Ab";98;33,33333333;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";3,9;0;0;55;27;27,66666667;0;0;0;64;72;68;27,66666667;23;22,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"98"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-08-10";"semaine15";"Lot 1";"300 Ab";105;33,33333333;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";13,2;7,2;0,2;67;21;18,33333333;5,9;1,1;5;80;82;70;18,33333333;20,66666667;24,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"105"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-08-17";"semaine16";"Lot 1";"300 Ab";112;30;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";4,9;1,4;0,9;74;21;17,66666667;0,5;0;0,1;70;78;78;22,66666667;23;19;"Loire Atlantique";"Pays de la loire";12,7;19;34;"112"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-08-24";"semaine17";"Lot 1";"300 Ab";119;26,66666667;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";1,5;0,2;0,1;71;20;17;0,1;0;0,4;76;74;77;20,66666667;24,66666667;23,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"119"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-04-27";"semaine1";"Lot 2";"300 Ab";0;105,9602649;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";6,9;2,2;1,3;86;14;11;0,4;0,5;0;86;88;90;11,66666667;13,33333333;12,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"0"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-04-28";"semaine1";"Lot 2";"300 Ab";1;102,6490066;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";3,5;3;1,3;83;14;12;1,3;0,4;0,5;86;86;88;11;11,66666667;13,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"1"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-04-29";"semaine1";"Lot 2";"300 Ab";2;99,33774834;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";6,9;6;3,4;95;10;9;1,3;1,3;0,4;83;86;86;12;11;11,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"2"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-04-30";"semaine1";"Lot 2";"300 Ab";3;96,02649007;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";10;7,8;3,1;91;9;9;3,4;1,3;1,3;95;83;86;9;12;11;"Loire Atlantique";"Pays de la loire";12,7;19;34;"3"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-05-01";"semaine1";"Lot 2";"300 Ab";4;86,09271523;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";10;6,5;0;85;10;10;3,1;3,4;1,3;91;95;83;9;9;12;"Loire Atlantique";"Pays de la loire";12,7;19;34;"4"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-05-02";"semaine1";"Lot 2";"300 Ab";5;76,1589404;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";14,9;8,5;5,4;95;10;10;0;3,1;3,4;85;91;95;10;9;9;"Loire Atlantique";"Pays de la loire";12,7;19;34;"5"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-05-03";"semaine1";"Lot 2";"300 Ab";6;69,53642384;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";14,6;5,5;0,1;87;11;11;5,4;0;3,1;95;85;91;10;10;9;"Loire Atlantique";"Pays de la loire";12,7;19;34;"6"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-05-04";"semaine1";"Lot 2";"300 Ab";7;59,60264901;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";13,3;5,5;0;90;13;13;0,1;5,4;0;87;95;85;11;10;10;"Loire Atlantique";"Pays de la loire";12,7;19;34;"7"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-05-11";"semaine2";"Lot 2";"300 Ab";14;56,29139073;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";3,9;0,3;0,1;90;15;15;0,1;0,1;2,5;83;84;88;13;14;23;"Loire Atlantique";"Pays de la loire";12,7;19;34;"14"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-05-18";"semaine3";"Lot 2";"300 Ab";21;52,98013245;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";7,5;2,1;0;82;16;16;0;2,1;0;89;83;84;15;18;17;"Loire Atlantique";"Pays de la loire";12,7;19;34;"21"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-05-25";"semaine4";"Lot 2";"300 Ab";28;46,35761589;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";17;12,4;2,4;89;20;18,33333333;6,8;3,2;1,6;89;89;87;18,66666667;17,33333333;18;"Loire Atlantique";"Pays de la loire";12,7;19;34;"28"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-06-01";"semaine5";"Lot 2";"300 Ab";35;43,04635762;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";40,1;6;1,5;88;19;18,33333333;2,2;2,3;13,6;93;91;91;17,66666667;18,66666667;19,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"35"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-06-08";"semaine6";"Lot 2";"300 Ab";42;43,04635762;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";48;11,9;6,9;85;24;21,33333333;1,1;3,9;10,3;89;93;90;18,33333333;17,66666667;19;"Loire Atlantique";"Pays de la loire";12,7;19;34;"42"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-06-15";"semaine7";"Lot 2";"300 Ab";49;39,73509934;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";52,3;2,3;0,3;88;18;16,66666667;0,7;1,3;1,5;96;89;90;15,33333333;17,66666667;17,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"49"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-06-22";"semaine8";"Lot 2";"300 Ab";56;36,42384106;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";0,3;0;0;80;18;16;0;0;0;86;85;90;18,33333333;23;19,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"56"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-06-29";"semaine9";"Lot 2";"300 Ab";63;36,42384106;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";0,2;0,2;0,2;79;26;23,33333333;0;0;0;78;79;84;23,33333333;23,33333333;22;"Loire Atlantique";"Pays de la loire";12,7;19;34;"63"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-07-06";"semaine10";"Lot 2";"300 Ab";70;36,42384106;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";34,1;3,9;1,7;83;24;21,66666667;2,2;0;0,5;91;86;87;20;20,66666667;21;"Loire Atlantique";"Pays de la loire";12,7;19;34;"70"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-07-13";"semaine11";"Lot 2";"300 Ab";77;36,42384106;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";1,4;0,9;0;77;25;22,33333333;0,5;0,4;0,3;79;78;81;20;19,66666667;22,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"77"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-07-20";"semaine12";"Lot 2";"300 Ab";84;36,42384106;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";1,2;0,9;0,1;83;22;19,33333333;0,8;0;0,2;88;75;76;20,66666667;22;20;"Loire Atlantique";"Pays de la loire";12,7;19;34;"84"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-07-27";"semaine13";"Lot 2";"300 Ab";91;36,42384106;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";6,6;0;0;78;27;24;0;0;0,1;81;79;77;23;23,66666667;25;"Loire Atlantique";"Pays de la loire";12,7;19;34;"91"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-08-03";"semaine14";"Lot 2";"300 Ab";98;36,42384106;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";3,9;0;0;55;27;27,66666667;0;0;0;64;72;68;27,66666667;23;22,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"98"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-08-10";"semaine15";"Lot 2";"300 Ab";105;36,42384106;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";13,2;7,2;0,2;67;21;18,33333333;5,9;1,1;5;80;82;70;18,33333333;20,66666667;24,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"105"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-08-17";"semaine16";"Lot 2";"300 Ab";112;36,42384106;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";4,9;1,4;0,9;74;21;17,66666667;0,5;0;0,1;70;78;78;22,66666667;23;19;"Loire Atlantique";"Pays de la loire";12,7;19;34;"112"
"Site Lant";"Site Lant - Lot 2 - 300 Ab";"2018-08-24";"semaine17";"Lot 2";"300 Ab";119;29,8013245;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";1,5;0,2;0,1;71;20;17;0,1;0;0,4;76;74;77;20,66666667;24,66666667;23,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"119"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-04-27";"semaine1";"Lot 3";"1000 Ab";0;107;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";6,9;2,2;1,3;86;14;11;0,4;0,5;0;86;88;90;11,66666667;13,33333333;12,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"0"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-04-28";"semaine1";"Lot 3";"1000 Ab";1;104;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";3,5;3;1,3;83;14;12;1,3;0,4;0,5;86;86;88;11;11,66666667;13,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"1"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-04-29";"semaine1";"Lot 3";"1000 Ab";2;99;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";6,9;6;3,4;95;10;9;1,3;1,3;0,4;83;86;86;12;11;11,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"2"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-04-30";"semaine1";"Lot 3";"1000 Ab";3;95;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";10;7,8;3,1;91;9;9;3,4;1,3;1,3;95;83;86;9;12;11;"Loire Atlantique";"Pays de la loire";12,7;19;34;"3"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-05-01";"semaine1";"Lot 3";"1000 Ab";4;89;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";10;6,5;0;85;10;10;3,1;3,4;1,3;91;95;83;9;9;12;"Loire Atlantique";"Pays de la loire";12,7;19;34;"4"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-05-02";"semaine1";"Lot 3";"1000 Ab";5;82;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";14,9;8,5;5,4;95;10;10;0;3,1;3,4;85;91;95;10;9;9;"Loire Atlantique";"Pays de la loire";12,7;19;34;"5"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-05-03";"semaine1";"Lot 3";"1000 Ab";6;74;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";14,6;5,5;0,1;87;11;11;5,4;0;3,1;95;85;91;10;10;9;"Loire Atlantique";"Pays de la loire";12,7;19;34;"6"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-05-04";"semaine1";"Lot 3";"1000 Ab";7;71;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";13,3;5,5;0;90;13;13;0,1;5,4;0;87;95;85;11;10;10;"Loire Atlantique";"Pays de la loire";12,7;19;34;"7"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-05-11";"semaine2";"Lot 3";"1000 Ab";14;67;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";3,9;0,3;0,1;90;15;15;0,1;0,1;2,5;83;84;88;13;14;23;"Loire Atlantique";"Pays de la loire";12,7;19;34;"14"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-05-18";"semaine3";"Lot 3";"1000 Ab";21;62;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";7,5;2,1;0;82;16;16;0;2,1;0;89;83;84;15;18;17;"Loire Atlantique";"Pays de la loire";12,7;19;34;"21"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-05-25";"semaine4";"Lot 3";"1000 Ab";28;56;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";17;12,4;2,4;89;20;18,33333333;6,8;3,2;1,6;89;89;87;18,66666667;17,33333333;18;"Loire Atlantique";"Pays de la loire";12,7;19;34;"28"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-06-01";"semaine5";"Lot 3";"1000 Ab";35;51;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";40,1;6;1,5;88;19;18,33333333;2,2;2,3;13,6;93;91;91;17,66666667;18,66666667;19,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"35"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-06-08";"semaine6";"Lot 3";"1000 Ab";42;45;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";48;11,9;6,9;85;24;21,33333333;1,1;3,9;10,3;89;93;90;18,33333333;17,66666667;19;"Loire Atlantique";"Pays de la loire";12,7;19;34;"42"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-06-15";"semaine7";"Lot 3";"1000 Ab";49;43;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";52,3;2,3;0,3;88;18;16,66666667;0,7;1,3;1,5;96;89;90;15,33333333;17,66666667;17,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"49"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-06-22";"semaine8";"Lot 3";"1000 Ab";56;42;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";0,3;0;0;80;18;16;0;0;0;86;85;90;18,33333333;23;19,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"56"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-06-29";"semaine9";"Lot 3";"1000 Ab";63;40;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";0,2;0,2;0,2;79;26;23,33333333;0;0;0;78;79;84;23,33333333;23,33333333;22;"Loire Atlantique";"Pays de la loire";12,7;19;34;"63"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-07-06";"semaine10";"Lot 3";"1000 Ab";70;40;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";34,1;3,9;1,7;83;24;21,66666667;2,2;0;0,5;91;86;87;20;20,66666667;21;"Loire Atlantique";"Pays de la loire";12,7;19;34;"70"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-07-13";"semaine11";"Lot 3";"1000 Ab";77;38;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";1,4;0,9;0;77;25;22,33333333;0,5;0,4;0,3;79;78;81;20;19,66666667;22,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"77"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-07-20";"semaine12";"Lot 3";"1000 Ab";84;36;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";1,2;0,9;0,1;83;22;19,33333333;0,8;0;0,2;88;75;76;20,66666667;22;20;"Loire Atlantique";"Pays de la loire";12,7;19;34;"84"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-07-27";"semaine13";"Lot 3";"1000 Ab";91;36;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";6,6;0;0;78;27;24;0;0;0,1;81;79;77;23;23,66666667;25;"Loire Atlantique";"Pays de la loire";12,7;19;34;"91"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-08-03";"semaine14";"Lot 3";"1000 Ab";98;36;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";3,9;0;0;55;27;27,66666667;0;0;0;64;72;68;27,66666667;23;22,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"98"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-08-10";"semaine15";"Lot 3";"1000 Ab";105;36;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";13,2;7,2;0,2;67;21;18,33333333;5,9;1,1;5;80;82;70;18,33333333;20,66666667;24,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"105"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-08-17";"semaine16";"Lot 3";"1000 Ab";112;36;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";4,9;1,4;0,9;74;21;17,66666667;0,5;0;0,1;70;78;78;22,66666667;23;19;"Loire Atlantique";"Pays de la loire";12,7;19;34;"112"
"Site Lant";"Site Lant - Lot 3 - 1000 Ab";"2018-08-24";"semaine17";"Lot 3";"1000 Ab";119;35;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";1,5;0,2;0,1;71;20;17;0,1;0;0,4;76;74;77;20,66666667;24,66666667;23,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"119"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-04-19";"semaine1";"Lot A";"300 Ab";0;117,8571429;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";4,4;0;0;56;21;17,33333333;0;0;2,1;58;58;77;17;14,66666667;12,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"0"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-04-20";"semaine1";"Lot A";"300 Ab";1;112,987013;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";4,1;0;0;57;22;17,33333333;0;0;0;56;58;58;17,33333333;17;14,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"1"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-04-21";"semaine1";"Lot A";"300 Ab";2;108,4415584;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";2,1;0;0;52;23;18,66666667;0;0;0;57;56;58;17,33333333;17,33333333;17;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"2"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-04-22";"semaine1";"Lot A";"300 Ab";3;105,1948052;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";2,1;0;0;62;22;17,66666667;0;0;0;52;57;56;18,66666667;17,33333333;17,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"3"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-04-23";"semaine1";"Lot A";"300 Ab";4;100,974026;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";9,6;9,6;9,6;88;19;15,33333333;0;0;0;62;52;57;17,66666667;18,66666667;17,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"4"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-04-24";"semaine1";"Lot A";"300 Ab";5;99,02597403;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";9,6;9,6;0;70;21;16;9,6;0;0;88;62;52;15,33333333;17,66666667;18,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"5"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-04-25";"semaine1";"Lot A";"300 Ab";6;93,83116883;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";11,7;11,7;2,1;98;13;13,33333333;0;9,6;0;70;88;62;16;15,33333333;17,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"6"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-04-26";"semaine1";"Lot A";"300 Ab";7;89,93506494;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";11,9;2,3;0,2;68;15;11,66666667;2,1;0;9,6;98;70;88;13,33333333;16;15,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"7"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-05-03";"semaine2";"Lot A";"300 Ab";14;71,42857143;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";39,8;6,1;0;81;11;11;0,5;5,6;4,6;82;97;98;10;7;6,333333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"14"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-05-10";"semaine3";"Lot A";"300 Ab";21;51,62337662;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";36,5;7,7;1;83;11;11;4,4;2,3;21,8;99;92;96;13;16;19;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"21"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-05-16";"semaine4";"Lot A";"300 Ab";27;48,37662338;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";42,2;17,5;2,9;99;12;12;2;12,6;17,7;100;100;98;9;5;6;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"28"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-05-22";"semaine5";"Lot A";"300 Ab";33;42,53246753;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";20,4;17,3;7,1;96;16;16;5,7;4,5;0,1;95;95;72;18;18;18;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"35"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-05-29";"semaine6";"Lot A";"300 Ab";40;41,55844156;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";33;27,4;5,9;97;16;15;16,1;5,4;1,2;96;83;75;16;20;20,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"42"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-06-05";"semaine7";"Lot A";"300 Ab";47;41,55844156;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";31,2;15,8;5,5;97;22;17,33333333;2,3;8;1,2;97;91;85;17,66666667;17,66666667;20,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"49"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-06-11";"semaine8";"Lot A";"300 Ab";53;41,55844156;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";22,3;5,2;2,6;99;18;16;2,2;0,4;3,7;97;91;95;19,66666667;22;18,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"56"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-06-17";"semaine9";"Lot A";"300 Ab";59;41,55844156;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";21,3;15;0,4;88;16;15;0,5;14,1;0,1;88;97;81;16,66666667;15,66666667;15,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"63"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-06-24";"semaine10";"Lot A";"300 Ab";66;38,31168831;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";0,3;0;0;58;25;20;0;0;0,2;51;56;78;18,66666667;18,66666667;23,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"70"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-07-01";"semaine11";"Lot A";"300 Ab";73;37,66233766;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";0,1;0,1;0,1;74;28;24,33333333;0;0;0;64;72;55;24,66666667;22,33333333;21,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"77"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-07-08";"semaine12";"Lot A";"300 Ab";80;36,03896104;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";43,3;2,2;0;64;26;22;0,3;1,9;18,8;62;89;98;21,66666667;18,66666667;16,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"84"
"Site Roy";"Site Roy - Lot A - 300 Ab";"2018-07-15";"semaine13";"Lot A";"300 Ab";87;37,01298701;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GA";1;1;1;69;28;24;0;0;0;62;68;68;25;22;20,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"91"
